COMMENT: Large PR file, 100,000 trades
54 BUY T6 S3 $27 #12
54 SELL T18 S16 $78 #34
54 SELL T2 S3 $28 #8
54 BUY T3 S22 $47 #34
54 BUY T3 S20 $74 #43
54 BUY T3 S8 $37 #30
54 SELL T0 S2 $14 #44
54 SELL T0 S23 $99 #2
54 SELL T12 S3 $74 #2
54 SELL T4 S12 $56 #39
54 SELL T13 S4 $60 #15
54 SELL T17 S17 $47 #25
54 SELL T1 S6 $86 #3
54 SELL T18 S19 $18 #48
54 SELL T2 S11 $72 #5
54 SELL T9 S22 $27 #18
54 BUY T12 S13 $35 #29
54 SELL T12 S13 $10 #41
54 SELL T18 S19 $20 #37
54 SELL T8 S0 $91 #8
54 BUY T4 S15 $49 #50
54 BUY T1 S5 $16 #18
54 SELL T1 S10 $59 #28
54 BUY T16 S18 $44 #15
54 BUY T13 S17 $9 #14
54 BUY T10 S14 $64 #47
54 SELL T19 S1 $24 #10
54 SELL T4 S8 $56 #50
54 SELL T12 S24 $39 #3
54 SELL T14 S3 $21 #11
54 BUY T5 S24 $64 #18
54 BUY T3 S15 $26 #34
54 BUY T9 S0 $97 #12
54 BUY T8 S3 $2 #33
54 BUY T14 S11 $89 #47
54 BUY T10 S13 $68 #40
54 SELL T8 S11 $1 #42
54 BUY T18 S0 $72 #23
55 BUY T11 S10 $25 #31
55 SELL T1 S3 $27 #40
55 BUY T0 S20 $65 #49
55 SELL T10 S14 $91 #36
55 SELL T5 S8 $21 #41
55 SELL T0 S7 $79 #50
55 BUY T13 S18 $99 #41
55 BUY T2 S23 $66 #18
55 SELL T10 S5 $98 #14
55 SELL T17 S23 $95 #37
55 BUY T12 S15 $44 #7
55 SELL T18 S4 $68 #16
55 SELL T1 S8 $24 #29
55 BUY T6 S0 $38 #39
55 BUY T4 S17 $87 #15
55 SELL T15 S23 $25 #7
55 SELL T7 S14 $2 #26
55 BUY T15 S13 $28 #24
55 BUY T4 S10 $47 #34
55 SELL T18 S11 $43 #12
55 BUY T15 S17 $88 #20
55 SELL T5 S0 $99 #49
55 BUY T1 S1 $50 #25
55 BUY T19 S15 $11 #7
55 SELL T9 S8 $76 #16
55 BUY T8 S19 $68 #46
55 SELL T8 S6 $99 #45
55 BUY T6 S7 $10 #27
55 SELL T6 S19 $93 #14
55 BUY T11 S12 $28 #24
55 SELL T19 S24 $24 #22
55 BUY T6 S15 $26 #41
55 SELL T19 S20 $9 #42
55 BUY T13 S23 $38 #11
55 BUY T13 S5 $72 #47
55 SELL T1 S20 $85 #32
55 SELL T6 S2 $76 #8
55 BUY T0 S6 $67 #19
55 SELL T2 S14 $8 #20
55 SELL T11 S12 $24 #5
55 SELL T19 S18 $66 #20
55 BUY T13 S20 $24 #22
55 SELL T14 S5 $56 #39
55 BUY T19 S2 $75 #18
55 BUY T9 S9 $6 #5
55 BUY T2 S15 $53 #28
55 BUY T2 S14 $27 #6
55 SELL T5 S9 $26 #37
55 SELL T19 S9 $49 #25
55 BUY T13 S13 $70 #35
55 BUY T14 S5 $66 #46
55 SELL T11 S8 $29 #45
55 SELL T1 S18 $64 #50
55 SELL T15 S5 $2 #47
55 SELL T9 S7 $65 #8
55 SELL T19 S21 $27 #11
55 BUY T3 S11 $97 #13
55 BUY T15 S4 $67 #36
55 SELL T19 S12 $66 #4
55 BUY T3 S4 $96 #27
55 BUY T17 S7 $79 #25
55 SELL T15 S14 $47 #3
55 SELL T18 S10 $66 #17
55 SELL T16 S7 $87 #12
55 BUY T15 S17 $76 #15
55 BUY T19 S8 $5 #27
55 BUY T15 S19 $17 #17
56 BUY T18 S14 $92 #44
56 SELL T5 S22 $18 #42
56 SELL T11 S20 $79 #3
56 BUY T12 S19 $76 #43
56 BUY T12 S4 $88 #2
56 SELL T10 S24 $57 #34
56 BUY T17 S5 $84 #20
56 SELL T5 S22 $55 #39
56 SELL T6 S15 $78 #37
56 SELL T13 S18 $60 #24
56 SELL T17 S6 $19 #1
56 BUY T2 S2 $95 #48
56 BUY T9 S23 $79 #30
56 SELL T19 S16 $53 #48
56 SELL T5 S18 $95 #24
56 SELL T13 S18 $12 #32
56 BUY T2 S1 $54 #34
56 SELL T19 S7 $32 #42
56 BUY T3 S9 $88 #23
56 SELL T13 S5 $26 #43
56 SELL T14 S10 $52 #44
56 BUY T5 S11 $54 #4
56 BUY T13 S23 $57 #41
56 SELL T4 S23 $95 #32
56 SELL T7 S6 $91 #26
56 SELL T2 S15 $6 #47
56 BUY T11 S23 $95 #21
56 BUY T16 S9 $98 #18
56 SELL T6 S17 $75 #27
56 SELL T4 S4 $8 #16
56 SELL T0 S1 $79 #24
56 BUY T4 S0 $65 #21
56 SELL T7 S8 $53 #39
56 SELL T15 S10 $70 #22
56 SELL T4 S18 $18 #22
56 SELL T10 S15 $54 #34
56 BUY T15 S18 $86 #28
56 SELL T0 S1 $43 #38
56 SELL T11 S4 $95 #36
56 BUY T8 S3 $15 #35
56 SELL T5 S5 $80 #33
56 SELL T12 S5 $91 #10
56 SELL T0 S15 $45 #33
56 SELL T19 S18 $76 #11
56 BUY T16 S11 $52 #27
56 SELL T18 S16 $6 #18
56 SELL T6 S20 $19 #28
56 SELL T10 S11 $75 #39
56 SELL T12 S8 $72 #26
56 SELL T0 S16 $62 #27
56 BUY T19 S7 $52 #12
56 SELL T12 S20 $78 #31
56 SELL T19 S3 $98 #50
56 BUY T13 S12 $6 #33
56 SELL T9 S14 $89 #49
56 SELL T12 S3 $53 #43
56 BUY T5 S13 $31 #45
56 BUY T6 S13 $52 #28
56 SELL T16 S14 $46 #26
56 SELL T17 S15 $23 #31
56 SELL T6 S5 $95 #6
56 BUY T8 S7 $94 #33
56 BUY T15 S6 $22 #39
56 SELL T18 S15 $100 #1
56 BUY T3 S11 $33 #45
56 BUY T0 S0 $97 #2
56 SELL T13 S20 $46 #14
56 BUY T7 S1 $92 #19
56 BUY T14 S9 $24 #32
57 BUY T10 S4 $67 #6
57 BUY T11 S0 $64 #39
57 BUY T10 S5 $86 #18
57 BUY T15 S10 $25 #47
57 BUY T4 S9 $34 #11
57 SELL T14 S6 $96 #11
57 BUY T10 S22 $95 #7
57 BUY T8 S22 $51 #44
57 BUY T12 S24 $64 #25
57 BUY T3 S10 $86 #2
57 SELL T5 S19 $85 #2
57 SELL T16 S23 $2 #8
57 SELL T9 S5 $82 #50
57 SELL T8 S20 $81 #9
57 SELL T6 S21 $3 #13
57 SELL T13 S0 $21 #4
57 SELL T12 S13 $45 #21
57 BUY T3 S1 $7 #33
57 SELL T7 S23 $58 #24
57 BUY T1 S12 $18 #7
57 BUY T15 S12 $46 #6
57 SELL T14 S9 $35 #44
57 SELL T2 S19 $51 #3
57 SELL T16 S24 $84 #1
57 BUY T19 S8 $94 #12
57 SELL T18 S18 $49 #4
57 BUY T4 S9 $65 #45
57 BUY T18 S0 $61 #19
57 BUY T6 S12 $39 #27
57 BUY T6 S1 $31 #35
57 BUY T14 S22 $60 #16
57 SELL T13 S13 $80 #14
57 BUY T9 S17 $24 #27
57 BUY T11 S1 $57 #3
57 SELL T0 S18 $79 #27
57 SELL T0 S5 $33 #35
57 SELL T2 S3 $10 #47
57 SELL T7 S23 $73 #50
57 BUY T4 S16 $92 #15
57 BUY T19 S8 $57 #39
57 BUY T7 S3 $56 #37
57 SELL T19 S11 $51 #31
57 SELL T9 S14 $85 #14
57 BUY T18 S22 $20 #13
57 SELL T17 S17 $53 #10
57 BUY T4 S0 $67 #3
57 BUY T16 S20 $14 #36
57 SELL T1 S20 $49 #22
57 BUY T0 S0 $44 #13
57 SELL T8 S6 $14 #46
57 SELL T7 S8 $78 #11
57 BUY T5 S18 $89 #31
57 SELL T1 S6 $92 #3
57 BUY T0 S19 $80 #45
57 SELL T13 S24 $22 #36
57 BUY T19 S20 $28 #19
57 BUY T14 S7 $54 #3
57 SELL T11 S13 $13 #48
57 SELL T19 S24 $88 #33
57 BUY T18 S7 $27 #45
57 SELL T6 S3 $57 #34
57 SELL T19 S9 $10 #7
57 SELL T7 S4 $81 #20
57 SELL T18 S24 $52 #5
57 BUY T10 S13 $68 #19
57 BUY T6 S3 $58 #16
57 BUY T11 S19 $4 #40
57 SELL T9 S14 $35 #6
57 SELL T2 S0 $32 #32
57 SELL T15 S22 $97 #31
57 BUY T17 S16 $17 #45
57 SELL T17 S20 $9 #49
57 BUY T0 S9 $78 #33
57 BUY T6 S6 $65 #39
57 BUY T19 S15 $14 #10
57 BUY T1 S2 $64 #29
57 SELL T13 S11 $4 #36
57 SELL T19 S21 $46 #6
57 SELL T14 S7 $29 #15
57 SELL T19 S7 $66 #36
57 SELL T7 S4 $30 #33
57 BUY T15 S19 $70 #4
57 SELL T13 S5 $94 #12
57 BUY T16 S11 $57 #37
57 SELL T17 S13 $16 #21
57 BUY T0 S11 $58 #8
57 BUY T1 S16 $7 #15
57 BUY T14 S8 $73 #9
57 SELL T10 S11 $67 #29
57 BUY T5 S20 $85 #14
57 BUY T17 S6 $42 #20
57 SELL T18 S12 $50 #4
57 BUY T17 S15 $42 #13
57 SELL T18 S20 $95 #23
57 SELL T16 S9 $83 #30
57 SELL T10 S3 $57 #1
57 SELL T18 S16 $84 #18
57 SELL T16 S5 $82 #46
57 SELL T16 S24 $27 #7
57 BUY T18 S18 $99 #25
57 SELL T1 S5 $100 #38
58 SELL T16 S2 $86 #5
58 BUY T8 S19 $42 #35
58 BUY T19 S8 $69 #40
58 SELL T4 S1 $53 #33
58 BUY T2 S11 $22 #19
58 SELL T5 S17 $2 #12
58 SELL T10 S2 $23 #40
58 BUY T11 S19 $65 #32
58 BUY T6 S2 $3 #18
58 BUY T5 S4 $64 #2
58 SELL T18 S19 $9 #25
58 SELL T14 S0 $16 #42
58 SELL T1 S20 $51 #22
58 SELL T17 S3 $31 #30
58 BUY T4 S9 $81 #33
58 BUY T19 S7 $58 #15
58 SELL T16 S8 $30 #1
58 SELL T2 S5 $79 #33
58 BUY T9 S3 $52 #17
58 BUY T12 S19 $56 #47
58 BUY T0 S20 $19 #20
58 BUY T6 S2 $39 #39
58 SELL T14 S0 $3 #24
58 BUY T12 S14 $77 #16
58 BUY T0 S5 $75 #32
58 BUY T7 S21 $77 #38
58 BUY T18 S20 $45 #15
58 SELL T18 S14 $65 #15
58 SELL T3 S9 $52 #13
58 BUY T2 S13 $6 #13
58 BUY T9 S24 $100 #7
58 SELL T3 S11 $65 #16
58 BUY T8 S1 $31 #43
58 BUY T14 S20 $98 #21
58 BUY T1 S18 $28 #23
58 BUY T13 S20 $100 #50
58 SELL T3 S21 $66 #36
58 BUY T1 S24 $55 #4
58 SELL T7 S9 $52 #49
58 SELL T4 S16 $10 #16
58 SELL T3 S5 $12 #22
58 BUY T12 S21 $29 #32
58 BUY T17 S12 $8 #31
58 SELL T15 S3 $23 #24
58 SELL T3 S2 $55 #6
58 SELL T11 S10 $40 #13
58 SELL T9 S2 $89 #41
58 SELL T7 S23 $22 #6
58 SELL T6 S3 $64 #9
58 SELL T17 S4 $37 #5
58 SELL T9 S8 $28 #43
58 SELL T1 S1 $8 #49
58 SELL T7 S7 $79 #47
58 BUY T8 S13 $3 #22
58 BUY T19 S8 $80 #37
58 SELL T12 S13 $93 #33
58 SELL T9 S16 $71 #44
58 SELL T12 S2 $91 #2
58 SELL T17 S14 $75 #31
58 BUY T13 S21 $68 #33
58 BUY T17 S11 $28 #20
58 BUY T17 S19 $2 #39
58 SELL T4 S6 $19 #39
58 SELL T8 S21 $29 #18
58 SELL T11 S17 $17 #36
58 BUY T12 S3 $31 #47
58 BUY T9 S20 $41 #26
58 BUY T2 S2 $60 #21
58 SELL T4 S6 $63 #17
58 SELL T2 S9 $96 #50
58 BUY T0 S6 $10 #46
58 SELL T14 S17 $22 #5
58 SELL T6 S8 $87 #3
58 SELL T1 S24 $17 #21
58 SELL T1 S2 $66 #20
58 SELL T11 S0 $6 #23
58 BUY T16 S2 $23 #18
58 SELL T6 S1 $96 #5
58 BUY T0 S19 $54 #29
58 BUY T7 S5 $46 #31
58 BUY T11 S11 $44 #9
58 SELL T5 S20 $23 #37
58 BUY T2 S18 $40 #48
58 SELL T17 S2 $20 #15
58 SELL T13 S11 $22 #8
58 SELL T2 S10 $1 #37
58 SELL T6 S24 $59 #35
58 SELL T4 S21 $7 #5
58 BUY T11 S4 $21 #34
58 BUY T17 S10 $92 #12
58 BUY T12 S3 $5 #27
58 SELL T18 S1 $89 #31
59 BUY T2 S13 $34 #37
59 SELL T13 S18 $31 #26
59 BUY T3 S15 $31 #37
59 BUY T17 S4 $75 #46
59 SELL T14 S13 $79 #19
59 SELL T3 S20 $24 #31
59 BUY T16 S14 $99 #39
59 BUY T18 S24 $68 #12
59 BUY T12 S18 $81 #5
59 SELL T17 S18 $57 #41
59 BUY T2 S10 $96 #12
59 SELL T16 S11 $39 #20
59 SELL T14 S18 $72 #46
59 BUY T18 S5 $2 #20
59 SELL T13 S14 $4 #32
59 BUY T19 S22 $64 #26
59 BUY T15 S22 $56 #20
59 SELL T6 S10 $46 #17
59 SELL T7 S13 $95 #41
59 SELL T4 S21 $51 #30
59 BUY T1 S6 $36 #40
59 SELL T8 S18 $24 #45
59 BUY T6 S24 $13 #29
59 BUY T4 S9 $27 #5
59 SELL T13 S16 $49 #5
59 BUY T12 S3 $9 #29
59 BUY T0 S7 $29 #9
59 BUY T18 S18 $61 #30
59 BUY T0 S10 $100 #31
59 BUY T19 S10 $73 #1
59 SELL T6 S1 $81 #16
59 SELL T1 S1 $10 #47
59 BUY T4 S5 $85 #32
59 BUY T7 S15 $52 #34
59 SELL T0 S0 $85 #20
59 BUY T12 S4 $93 #1
59 BUY T1 S4 $95 #8
59 SELL T11 S19 $62 #16
60 BUY T4 S7 $98 #25
60 BUY T4 S4 $61 #2
60 SELL T19 S24 $57 #12
60 BUY T4 S9 $13 #3
60 SELL T2 S9 $83 #48
60 BUY T1 S6 $83 #44
60 BUY T6 S15 $94 #12
60 BUY T16 S15 $32 #12
60 SELL T11 S16 $47 #42
60 SELL T17 S16 $21 #39
60 SELL T14 S1 $45 #30
60 SELL T15 S15 $11 #7
60 BUY T5 S9 $23 #24
60 BUY T6 S0 $4 #12
60 BUY T0 S9 $61 #11
60 SELL T5 S18 $100 #6
60 SELL T4 S19 $83 #35
60 BUY T2 S1 $61 #28
60 BUY T19 S19 $39 #36
60 SELL T6 S10 $92 #48
60 BUY T12 S14 $36 #20
60 SELL T6 S22 $39 #28
60 SELL T16 S9 $64 #5
60 BUY T9 S13 $18 #36
60 BUY T0 S15 $63 #28
60 BUY T6 S0 $83 #27
60 BUY T10 S9 $32 #32
60 SELL T18 S21 $43 #21
60 SELL T12 S2 $7 #37
60 BUY T2 S16 $93 #10
60 SELL T12 S12 $75 #32
60 SELL T9 S4 $8 #42
60 BUY T11 S15 $55 #9
60 BUY T1 S4 $93 #39
60 BUY T18 S14 $100 #35
60 BUY T11 S10 $2 #29
60 SELL T7 S15 $53 #28
60 BUY T12 S17 $81 #1
60 BUY T15 S2 $28 #43
60 BUY T14 S18 $81 #14
60 BUY T5 S22 $23 #35
60 BUY T6 S11 $62 #27
60 SELL T18 S12 $58 #4
60 SELL T12 S3 $78 #27
60 BUY T1 S7 $33 #31
60 SELL T4 S6 $62 #24
60 BUY T17 S14 $41 #9
60 BUY T13 S19 $7 #29
60 SELL T6 S23 $44 #31
60 BUY T15 S23 $73 #8
60 SELL T5 S14 $79 #27
60 BUY T10 S5 $44 #11
60 BUY T4 S8 $95 #49
60 BUY T7 S21 $74 #26
60 BUY T9 S10 $36 #7
60 BUY T13 S4 $94 #42
60 SELL T10 S21 $97 #9
60 BUY T3 S12 $44 #25
60 BUY T0 S19 $93 #36
61 BUY T0 S10 $76 #9
61 BUY T3 S14 $36 #31
61 BUY T4 S3 $78 #34
61 SELL T19 S21 $69 #19
61 BUY T12 S19 $91 #20
61 BUY T1 S3 $90 #11
61 BUY T13 S15 $10 #21
61 BUY T18 S9 $50 #22
61 SELL T14 S18 $11 #38
61 SELL T13 S22 $7 #34
61 SELL T3 S19 $7 #24
61 SELL T16 S12 $24 #25
61 BUY T6 S14 $39 #47
61 BUY T7 S20 $47 #28
61 BUY T6 S0 $97 #43
61 SELL T8 S14 $35 #4
61 BUY T3 S22 $25 #25
61 SELL T8 S12 $24 #36
61 BUY T12 S5 $38 #24
61 SELL T1 S8 $46 #18
61 SELL T11 S4 $22 #5
61 BUY T17 S19 $88 #11
61 SELL T15 S5 $89 #41
61 SELL T11 S6 $12 #27
61 BUY T2 S21 $97 #6
61 SELL T17 S18 $26 #24
61 BUY T11 S24 $87 #17
61 SELL T13 S22 $67 #31
61 BUY T7 S4 $31 #2
61 BUY T10 S17 $85 #17
61 SELL T2 S3 $83 #36
61 BUY T6 S5 $53 #20
61 BUY T10 S23 $75 #38
61 SELL T13 S11 $51 #27
61 SELL T18 S19 $85 #31
61 BUY T15 S4 $81 #2
61 SELL T8 S15 $88 #46
61 BUY T0 S10 $18 #14
61 SELL T18 S20 $29 #33
61 SELL T3 S20 $71 #18
61 SELL T11 S14 $35 #16
61 BUY T12 S3 $80 #3
61 BUY T0 S17 $30 #15
61 SELL T15 S0 $16 #13
61 SELL T9 S8 $62 #47
61 SELL T5 S1 $1 #45
61 SELL T13 S19 $64 #36
61 BUY T5 S4 $37 #23
61 SELL T6 S10 $40 #8
61 BUY T17 S6 $51 #49
61 BUY T7 S16 $55 #5
61 SELL T7 S22 $18 #21
61 SELL T11 S23 $50 #9
61 SELL T6 S7 $5 #24
61 BUY T1 S2 $88 #41
61 SELL T18 S0 $92 #30
61 BUY T18 S13 $26 #1
61 SELL T2 S18 $36 #11
61 SELL T2 S11 $100 #43
61 SELL T6 S23 $19 #12
61 BUY T8 S15 $11 #20
61 BUY T7 S8 $91 #24
61 SELL T0 S6 $76 #16
61 BUY T4 S11 $56 #15
61 BUY T13 S15 $41 #6
61 SELL T16 S7 $2 #20
61 SELL T19 S20 $12 #29
61 SELL T5 S4 $27 #49
61 BUY T12 S7 $4 #42
61 SELL T0 S15 $65 #38
61 SELL T18 S13 $5 #19
61 SELL T5 S13 $22 #46
61 BUY T12 S12 $6 #27
61 BUY T8 S23 $49 #45
61 SELL T6 S5 $27 #21
61 BUY T13 S9 $57 #25
61 SELL T6 S2 $13 #11
61 SELL T17 S22 $2 #12
61 SELL T10 S3 $45 #14
61 SELL T16 S7 $68 #22
62 SELL T6 S4 $34 #8
62 BUY T13 S5 $9 #25
62 SELL T13 S9 $15 #47
62 SELL T12 S8 $61 #25
62 BUY T12 S19 $34 #19
62 SELL T1 S22 $84 #14
63 SELL T0 S7 $31 #46
63 BUY T11 S12 $86 #36
63 BUY T10 S20 $21 #25
63 SELL T5 S15 $63 #25
63 BUY T18 S0 $26 #48
63 SELL T5 S10 $87 #5
63 BUY T8 S0 $68 #47
63 SELL T5 S9 $75 #27
63 BUY T12 S12 $36 #39
63 BUY T11 S6 $88 #43
63 SELL T2 S14 $38 #6
63 BUY T12 S8 $7 #13
63 SELL T0 S2 $49 #20
63 SELL T0 S23 $57 #37
63 BUY T11 S6 $52 #6
63 SELL T3 S17 $27 #13
63 BUY T6 S12 $60 #2
63 SELL T16 S5 $58 #46
63 BUY T10 S13 $27 #50
63 BUY T6 S24 $59 #42
63 SELL T15 S19 $33 #10
63 BUY T1 S17 $82 #34
63 BUY T11 S15 $67 #11
63 BUY T14 S11 $38 #24
63 BUY T14 S22 $1 #18
63 SELL T13 S0 $54 #4
63 BUY T9 S17 $13 #17
63 BUY T10 S1 $35 #16
63 BUY T8 S23 $84 #10
63 SELL T16 S6 $87 #7
63 SELL T2 S21 $60 #28
63 SELL T0 S24 $36 #11
63 BUY T18 S18 $80 #14
63 SELL T14 S7 $54 #32
63 SELL T10 S12 $19 #31
63 BUY T4 S17 $18 #3
63 BUY T1 S16 $90 #16
63 BUY T3 S2 $52 #41
63 SELL T6 S2 $10 #6
63 SELL T18 S22 $68 #43
64 SELL T4 S9 $1 #9
64 BUY T8 S19 $2 #32
64 SELL T4 S19 $3 #22
64 BUY T3 S20 $12 #45
64 SELL T15 S17 $91 #30
64 BUY T7 S8 $39 #27
64 SELL T14 S14 $78 #5
64 BUY T2 S7 $48 #19
64 BUY T6 S4 $38 #37
64 BUY T19 S1 $16 #27
64 SELL T15 S19 $38 #38
64 BUY T3 S18 $64 #2
64 BUY T7 S15 $29 #4
64 SELL T18 S9 $64 #17
64 SELL T3 S13 $27 #13
64 SELL T8 S2 $11 #21
64 SELL T7 S21 $50 #18
64 SELL T19 S20 $86 #16
64 BUY T7 S10 $73 #4
64 SELL T7 S2 $27 #23
64 SELL T4 S24 $79 #21
64 SELL T15 S8 $1 #50
64 SELL T4 S11 $23 #6
64 SELL T1 S7 $34 #19
64 BUY T10 S15 $4 #10
64 BUY T5 S0 $53 #15
64 BUY T5 S24 $62 #7
64 SELL T5 S8 $12 #32
64 SELL T3 S4 $40 #27
64 SELL T6 S4 $7 #35
64 BUY T0 S5 $62 #7
64 SELL T0 S20 $22 #24
64 BUY T13 S15 $74 #39
64 SELL T12 S0 $50 #14
64 BUY T14 S8 $57 #7
64 SELL T9 S17 $93 #28
64 BUY T9 S1 $76 #26
64 SELL T3 S15 $83 #14
64 BUY T8 S5 $100 #7
64 BUY T2 S11 $87 #29
64 BUY T8 S16 $51 #31
64 SELL T6 S10 $21 #41
64 SELL T14 S16 $82 #17
65 BUY T9 S15 $79 #1
65 SELL T3 S13 $97 #35
65 SELL T14 S4 $97 #50
65 SELL T16 S12 $26 #50
65 BUY T5 S11 $72 #16
65 BUY T19 S18 $74 #4
65 SELL T3 S7 $91 #49
65 BUY T17 S3 $80 #34
65 SELL T17 S11 $91 #50
65 SELL T0 S11 $28 #5
65 BUY T5 S8 $33 #5
65 SELL T19 S5 $63 #19
65 BUY T12 S17 $72 #31
65 BUY T11 S22 $50 #29
65 SELL T10 S14 $81 #36
65 SELL T1 S5 $69 #33
65 SELL T8 S19 $9 #1
65 BUY T13 S6 $72 #8
65 BUY T19 S9 $30 #34
65 BUY T10 S7 $40 #10
65 SELL T18 S1 $49 #33
65 SELL T5 S0 $86 #27
65 SELL T1 S18 $23 #42
65 SELL T10 S20 $61 #36
65 SELL T10 S19 $38 #42
65 BUY T3 S22 $43 #46
65 SELL T2 S16 $20 #24
65 BUY T0 S7 $43 #43
65 SELL T3 S11 $85 #37
65 SELL T9 S7 $20 #33
65 SELL T3 S17 $84 #1
65 SELL T11 S15 $36 #34
65 SELL T5 S23 $89 #41
65 BUY T16 S13 $99 #26
65 SELL T14 S20 $28 #30
65 BUY T2 S18 $60 #13
65 SELL T3 S1 $78 #14
65 BUY T16 S21 $7 #50
65 BUY T1 S1 $20 #35
65 BUY T19 S17 $87 #50
65 SELL T7 S17 $90 #22
65 BUY T4 S21 $58 #44
65 SELL T13 S24 $74 #24
65 BUY T6 S18 $12 #16
65 BUY T15 S3 $27 #31
65 SELL T11 S15 $27 #11
65 BUY T12 S4 $86 #40
65 BUY T13 S19 $6 #35
65 SELL T14 S18 $48 #15
65 SELL T5 S23 $30 #26
65 SELL T16 S22 $90 #14
65 SELL T1 S23 $82 #46
65 BUY T4 S21 $1 #15
65 BUY T0 S21 $65 #22
65 SELL T9 S2 $99 #18
65 SELL T19 S21 $33 #6
65 BUY T18 S17 $76 #19
65 BUY T2 S4 $38 #49
65 SELL T12 S22 $31 #46
65 SELL T3 S5 $97 #31
65 SELL T11 S13 $19 #1
65 SELL T9 S7 $91 #30
65 BUY T10 S12 $20 #36
65 BUY T18 S10 $22 #25
65 BUY T18 S15 $76 #38
65 BUY T2 S9 $74 #36
65 SELL T13 S3 $37 #49
65 BUY T10 S18 $13 #3
65 SELL T2 S19 $1 #11
65 SELL T16 S13 $70 #33
65 BUY T14 S15 $28 #32
65 BUY T14 S6 $33 #21
65 SELL T10 S9 $39 #29
65 SELL T14 S15 $6 #7
65 BUY T12 S12 $51 #12
65 SELL T8 S13 $62 #35
65 SELL T9 S14 $46 #9
65 SELL T18 S22 $15 #41
65 BUY T8 S6 $42 #21
65 SELL T11 S6 $37 #27
65 SELL T7 S24 $19 #9
65 SELL T6 S24 $68 #50
65 SELL T14 S6 $62 #7
65 BUY T18 S10 $41 #23
65 BUY T16 S17 $93 #34
65 BUY T14 S7 $30 #41
65 BUY T9 S0 $77 #28
65 BUY T19 S15 $61 #3
66 SELL T1 S8 $96 #40
66 BUY T4 S0 $56 #48
66 BUY T0 S2 $1 #26
66 SELL T4 S2 $2 #32
66 SELL T14 S12 $94 #18
66 BUY T15 S2 $27 #37
66 BUY T10 S9 $68 #45
66 SELL T10 S19 $45 #35
66 SELL T14 S20 $11 #9
66 SELL T18 S22 $80 #15
66 SELL T0 S19 $71 #22
66 BUY T17 S13 $98 #2
66 BUY T16 S4 $59 #49
66 SELL T12 S6 $25 #46
66 BUY T14 S14 $43 #20
66 SELL T15 S21 $14 #22
66 BUY T17 S17 $63 #25
66 BUY T3 S4 $77 #33
66 BUY T1 S14 $67 #47
66 BUY T8 S24 $22 #24
66 BUY T11 S20 $40 #14
66 SELL T18 S19 $97 #12
66 BUY T14 S8 $83 #1
66 SELL T0 S3 $34 #16
66 SELL T8 S9 $8 #48
66 SELL T6 S6 $100 #17
66 SELL T8 S12 $1 #34
66 BUY T16 S13 $23 #11
66 SELL T15 S14 $5 #36
66 SELL T6 S17 $71 #11
66 SELL T12 S22 $94 #11
66 SELL T1 S4 $18 #6
66 BUY T2 S2 $36 #31
66 SELL T11 S21 $75 #6
66 SELL T3 S5 $62 #36
66 SELL T10 S17 $75 #18
66 BUY T5 S17 $60 #14
66 SELL T11 S0 $13 #14
66 BUY T2 S9 $44 #9
66 BUY T13 S5 $19 #38
66 SELL T19 S14 $45 #47
66 SELL T1 S19 $43 #27
66 SELL T1 S14 $56 #45
66 BUY T19 S17 $67 #3
66 SELL T3 S0 $1 #28
66 SELL T15 S23 $23 #22
66 BUY T4 S14 $15 #45
66 SELL T10 S6 $99 #22
66 SELL T0 S16 $32 #32
66 SELL T2 S17 $40 #25
66 BUY T10 S16 $98 #47
66 BUY T12 S0 $21 #34
66 BUY T18 S4 $98 #39
66 BUY T9 S21 $32 #41
66 BUY T14 S22 $65 #29
66 BUY T14 S24 $19 #21
66 SELL T9 S19 $100 #41
66 SELL T8 S17 $15 #23
66 BUY T4 S13 $11 #24
66 SELL T9 S9 $8 #10
66 BUY T14 S21 $20 #42
66 BUY T6 S10 $100 #33
66 BUY T10 S16 $71 #5
66 BUY T13 S13 $64 #33
66 SELL T15 S3 $63 #27
66 SELL T19 S10 $85 #33
66 BUY T10 S5 $30 #9
66 BUY T15 S2 $97 #5
66 BUY T12 S16 $57 #39
66 SELL T6 S2 $46 #29
66 SELL T12 S9 $84 #29
66 BUY T18 S11 $32 #32
66 BUY T8 S5 $64 #47
66 BUY T13 S13 $36 #16
66 SELL T4 S6 $34 #47
66 BUY T16 S24 $14 #7
66 SELL T10 S15 $93 #26
66 SELL T7 S8 $61 #38
66 BUY T5 S15 $68 #24
66 SELL T15 S16 $87 #32
66 BUY T17 S2 $20 #19
66 BUY T19 S21 $79 #31
66 BUY T12 S10 $42 #41
66 BUY T6 S2 $97 #5
66 BUY T19 S11 $19 #20
66 SELL T6 S6 $18 #43
66 BUY T11 S13 $53 #34
66 BUY T3 S0 $34 #12
66 SELL T9 S8 $60 #5
66 BUY T15 S15 $17 #33
66 BUY T14 S10 $22 #18
66 SELL T2 S19 $93 #10
66 SELL T16 S15 $57 #24
66 SELL T4 S19 $85 #30
66 SELL T7 S7 $47 #37
66 SELL T9 S16 $61 #17
66 SELL T0 S16 $19 #3
66 BUY T4 S1 $80 #32
66 BUY T4 S7 $42 #39
66 BUY T13 S18 $86 #18
66 BUY T1 S10 $58 #24
